,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,s146,Movie,House Party 2,George Jackson,,,,,,,,, Music & Musicals,Kid goes off to college with scholarship money but when Play loses Kid's tuition funds to a shady music promoter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,s147,Movie,House Party 3,Eric Meza,Christopher Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,s148,TV Show,How to Be a Cowboy,,,,1-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,s149,TV Show,HQ Barbers,Gerhard Mostert,Hakeem Kae-Kazim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,s150,Movie,I Got the Hook Up,Michael Martin,Master P,,,,,,,, Comedies,After getting their hands on a misdirected shipment of cell phones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,s151,Movie,In Too Deep,Michael Rymer,Omar Epps,,,,,,,, Don Harvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,s152,Movie,Initial D,Andrew Lau Wai-keung,,,,,,,,, a retired race car driver; but by night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,s153,Movie,Janoskians: Untold and Untrue,Brett Weiner,Jai Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,s154,TV Show,Kid-E-Cats,,Lori Gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,s155,TV Show,Kuroko's Basketball,,Kensho Ono,,,,,,,, Kazuya Nakai,,,,,, International TV Shows, Teen TV Shows|Five middle school basketball stars went to separate high schools, and now Tetsuya Kuroko and Seirin High are making their play for glory.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,s156,Movie,Labyrinth,Jim Henson,David Bowie,,,,,,,, Cult Movies,In Jim Henson's fantasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,s157,Movie,Letters to Juliet,Gary Winick,Amanda Seyfried,,,,,,,,2021,2010,PG,105 min,Comedies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,s158,Movie,Level 16,Danishka Esterhazy,Katie Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,s159,Movie,Love Don't Cost a Thing,Troy Byer,Nick Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,s160,Movie,Love in a Puff,Pang Ho-cheung,Miriam Chin Wah Yeung,,,,,,,, the new law drives hard-core smokers outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,s161,TV Show,Major Dad,,Gerald McRaney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,s162,Movie,Mars Attacks!,Tim Burton,Jack Nicholson,,,,,,,, Cult Movies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,s163,Movie,Marshall,Reginald Hudlin,Chadwick Boseman,,,,,,,, the first Black U.S. Supreme Court justice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,s164,Movie,My Boss's Daughter,David Zucker,Ashton Kutcher,,,,,,,, hoping to use it as an opportunity to win the heart of the boss's daughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,s165,Movie,Mystery Men,Kinka Usher,Ben Stiller,,,,,,,, Claire Forlani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,s166,TV Show,Oldsters,,Patricio Contreras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,s167,Movie,Once Upon a Time in America,Sergio Leone,Robert De Niro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,s168,Movie,Open Season 2,Matthew O'Callaghan,,,,,,,,,2021,2008,PG,76 min,Children & Family Movies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,s169,Movie,Osmosis Jones,Bobby Farrelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,s170,Movie,Poseidon,Wolfgang Petersen,Josh Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,s171,Movie,Rhyme & Reason,Peter Spirer,Too $hort,,,,,,,, Ice-T,,,,,, Craig Mack, Method Man, Keith Murray, Nasir 'Nas' Jones, The Notorious B.I.G., Master P, Q-Tip, Raekwon, Redman, Senen Reyes, Busta Rhymes, RZA, DJ Scratch, Erick Sermon, Tupac Shakur, Adario Strange," Suave""|United States|September 1", 2021|1997|R|89 min|Documentaries, Music & Musicals|The world and culture of rap song topics such as race, violence, police, family and sex are examined by hip-hop performers from both coasts.,,,,,,,,,,,,,
171,s172,Movie,Same Kind of Different as Me,Michael Carney,Greg Kinnear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,s173,Movie,School of Rock,Richard Linklater,Jack Black,,,,,,,, Jordan-Claire Green,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,s174,Movie,Snervous Tyler Oakley,Amy Rice,Tyler Oakley,United States,1-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,s175,Movie,Tears of the Sun,Antoine Fuqua,Bruce Willis,,,,,,,, Dramas,A Navy SEAL is sent to a war-torn African jungle to rescue a doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,s176,Movie,The Blue Lagoon,Randal Kleiser,Brooke Shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,s177,Movie,The Golden Child,Michael Ritchie,Eddie Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,s178,Movie,The Guns of Navarone,J. Lee Thompson,Gregory Peck,,,,,,,, British forces launch an attack designed to take out the massive Nazi cannons that guard a critical sea channel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,s179,Movie,The Interview,Evan Goldberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,s180,Movie,The Nutty Professor,Tom Shadyac,Eddie Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,s181,Movie,The Nutty Professor II: The Klumps,Peter Segal,Eddie Murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,s182,TV Show,Turning Point: 9/11 and the War on Terror,,,,1-Sep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,s183,Movie,Welcome Home Roscoe Jenkins,Malcolm D. Lee,Martin Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,s184,Movie,In the Line of Fire,Wolfgang Petersen,Clint Eastwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,s185,TV Show,Sparking Joy,,Marie Kondo,United States,31-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,s186,Movie,Untold: Crime & Penalties,Chapman Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,s187,TV Show,Hometown Cha-Cha-Cha,,Shin Min-a,,,,,,,, home to a charming jack-of-all-trades who is her polar opposite in every way.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,s188,TV Show,The Ingenuity of the Househusband,,Kenjiro Tsuda,,29-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,s189,Movie,2 Alone in Paris,Ramzy Bedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,s190,TV Show,Bread Barbershop,,Um Sang-hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,s191,Movie,Thimmarusu,Sharan Koppisetty,Satya Dev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,s192,Movie,Wind River,Taylor Sheridan,Jeremy Renner,,,,,,,, Mason Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,s193,Movie,C Kkompany,Sachin Yardi,Mithun Chakraborty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,s194,TV Show,D.P.,,Jung Hae-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,s195,TV Show,Deadly Sins,,Frank Ramirez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,s196,Movie,EMI: Liya Hai To Chukana Padega,Saurabh Kabra,Sanjay Dutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,s197,Movie,He's All That,Mark Waters,Addison Rae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,s198,TV Show,I Heart Arlo,,Michael J. Woodard,,,,,,,,2021,2021,TV-Y7,1 Season,Kids' TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,s199,TV Show,King of Boys: The Return of the King,Kemi Adetiba,Sola Sobowale,,,,,,,, Osas Ighodaro,,,,,, fueled by revenge, regret and ruthlessness.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,s200,Movie,Koi Aap Sa,Partho Mitra,Aftab Shivdasani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,s201,Movie,Krishna Cottage,Santram Varma,Sohail Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,s202,Movie,Kucch To Hai,Anil V. Kumar,,,,,,,,, Thrillers,A student tries to steal a test from a teacher's home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,s203,Movie,Kyaa Kool Hai Hum,Sangeeth Sivan,Tusshar Kapoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,s204,Movie,Kyaa Kool Hain Hum 3,Umesh Ghadge,Tusshar Kapoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,s205,Movie,Kyaa Super Kool Hain Hum,Sachin Yardi,Tusshar Kapoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,s206,Movie,Kyo Kii... Main Jhuth Nahin Bolta,David Dhawan,Govinda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,s207,Movie,LSD: Love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,s208,Movie,Mission Istaanbul: Darr Ke Aagey Jeet Hai,Apoorva Lakhia,Vivek Oberoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,s209,Movie,Once Upon a Time in Mumbaai,Milan Luthria,Ajay Devgn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,s210,Movie,Once Upon a Time in Mumbai Dobaara!,Milan Luthria,Akshay Kumar,,,,,,,, who continues pressing for more control.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,s211,Movie,Ragini MMS,Pawan Kripalani,Kainaz Motivala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,s212,Movie,Ragini MMS 2,Bhushan Patel,Sunny Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,s213,TV Show,Rebellion,,Charlie Murphy,,,,,,,,2021,2016,TV-MA,2 Seasons,International TV Shows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,s214,TV Show,RIDE ON TIME,,King & Prince,,,,,,,,2021,2021,TV-PG,3 Seasons,Docuseries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,s215,Movie,SAS: Rise of the Black Swan,Magnus Martens,Sam Heughan,,,,,,,,2021,2021,R,124 min,Action & Adventure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,s216,Movie,Shootout at Lokhandwala,Apoorva Lakhia,Amitabh Bachchan,,,,,,,, Dramas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,s217,Movie,Shor In the City,Raj Nidimoru,,,,,,,,, Independent Movies,When three small-time Mumbai crooks steal a bag on a train,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,s218,Movie,The Dirty Picture,Milan Luthria,Vidya Balan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,s219,TV Show,Titletown High,,,,27-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,s220,TV Show,EDENS ZERO,,Takuma Terashima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,s221,TV Show,Family Reunion,,Loretta Devine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,s222,Movie,Bob Ross: Happy Accidents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,s223,TV Show,Clickbait,Brad Anderson,Zoe Kazan,,,,,,,, Steve Mouzakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,s224,TV Show,John of God: The Crimes of a Spiritual Healer,Mauricio Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,s225,TV Show,Motel Makeover,,,,25-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,s226,TV Show,Open Your Eyes,,Maria Wawreniuk,,,,,,,, TV Mysteries,After a tragic accident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,s227,TV Show,Post Mortem: No One Dies in Skarnes,,Kathrine Thorborg Johansen,,,,,,,, what if...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,s228,Movie,Really Love,Angel Kristi Williams,Kofi Siriboe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,s229,Movie,The November Man,Roger Donaldson,Pierce Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,s230,Movie,The Old Ways,Christopher Alender,Brigitte Kali Canales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,s231,Movie,The River Runner,Rush Sturges,,,25-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,s232,Movie,The Water Man,David Oyelowo,David Oyelowo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,s233,TV Show,Wheel of Fortune,,Pat Sajak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,s234,Movie,Count Me In,Mark Lo,,United Kingdom,24-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,s235,TV Show,Oggy Oggy,,,,24-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,s236,Movie,Untold: Caitlyn Jenner,Crystal Moselle,,,24-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,s237,Movie,Boomika,Rathindran R Prasad,Aishwarya Rajesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,s238,Movie,Boomika (Hindi),Rathindran R Prasad,Aishwarya Rajesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,s239,Movie,Boomika (Malayalam),Rathindran R Prasad,Aishwarya Rajesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,s240,Movie,Boomika (Telugu),Rathindran R Prasad,Aishwarya Rajesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,s241,Movie,The Witcher: Nightmare of the Wolf,Han Kwang Il,Theo James,,,,,,,, Vesemir slays monsters for coin and glory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,s242,TV Show,Manifest,,Melissa Roxburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,s243,TV Show,Comedy Premium League,,,,20-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,s244,TV Show,Everything Will Be Fine,,Lucía Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,s245,Movie,Gunshot,Karim El Shenawy,Ahmed El Fishawy,,,,,,,, a forensic doctor and a journalist embark on a search for the elusive truth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,s246,TV Show,Korean Cold Noodle Rhapsody,,Paik Jong-won,,20-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,s247,Movie,Man in Love,Yin Chen-hao,Roy Chiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,s248,Movie,Sweet Girl,Brian Andrew Mendoza,Jason Momoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,s249,TV Show,The Chair,,Sandra Oh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,s250,Movie,The Loud House Movie,Dave Needham,Asher Bishop,,,,,,,, Comedies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,s251,Movie,A Faraway Land,Veronica Velasco,Paolo Contis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,s252,Movie,Like Crazy,Drake Doremus,Anton Yelchin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,s253,Movie,Black Island,Miguel Alexandre,Philip Froissant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,s254,Movie,Bombay,Mani Ratnam,Arvind Swamy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,s255,TV Show,Go! Go! Cory Carson,,Alan C. Lim,,,,,,,, go! Buckle up for fun and adventure with adorable kid car Cory Carson as he explores the winding roads of Bumperton Hills.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,s256,Movie,Memories of a Murderer: The Nilsen Tapes,Michael Harte,,,18-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,s257,Movie,Nneka The Pretty Serpent,Tosin Igho,Idia Aisien,,,,,,,, International Movies,Years after the mysterious murder of her parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,s258,Movie,O Kadhal Kanmani,Mani Ratnam,Dulquer Salmaan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,s259,Movie,Out of my league,Alice Filippi,Ludovica Francesconi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,s260,Movie,Pahuna,Paakhi Tyrewala,Anmol Limbu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,s261,TV Show,The Defeated,,Taylor Kitsch,,,,,,,, TV Dramas,In 1946 Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,s262,Movie,The Secret Diary of an Exchange Student,Bruno Garotti,Larissa Manoela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,s263,Movie,Untold: Deal With the Devil,Laura Brownson,,,18-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,s264,TV Show,Mother Goose Club,,,United States,16-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,s265,Movie,Walk of Shame,Steve Brill,Elizabeth Banks,,,,,,,, P.J. Byrne,United States,16-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,s266,TV Show,Rascal Does Not Dream of Bunny Girl Senpai,,Kaito Ishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,s267,TV Show,The Creative Indians,,,India,15-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,s268,Movie,The Piano,Jane Campion,Holly Hunter,,,,,,,, Independent Movies,With her daughter and her beloved piano in tow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,s269,Movie,Unroyal,Moses Inwang,Matilda Lambert,,,,,,,, it may be enough to make her change her ways.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,s270,TV Show,Winx Club,,Liza Jacqueline,,,,,,,, a girl named Bloom befriends a band of fairies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,s271,Movie,Beckett,Ferdinando Cito Filomarino,John David Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,s272,TV Show,Brand New Cherry Flavor,,Rosa Salazar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,s273,TV Show,Fast & Furious Spy Racers,,Tyler Posey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,s274,TV Show,Gone for Good,Juan Carlos Medina,Finnegan Oldfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,s275,TV Show,Grace and Frankie,,Jane Fonda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,s276,TV Show,The Kingdom,,Chino Darín,,,,,,,, Néstor Guzzini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,s277,TV Show,Valeria,Inma Torrente,Diana Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,s278,TV Show,AlRawabi School for Girls,,Andria Tayeh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,s279,Movie,Lokillo: Nothing's the Same,Julián Gaviria,Lokillo Florez,Colombia,12-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,s280,Movie,Monster Hunter: Legends of the Guild,Steven Yamamoto,Ben Rausch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,s281,TV Show,Bake Squad,,,United States,11-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,s282,Movie,Brother Jekwu,Charles Uwagbai,Mike Ezuruonye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,s283,Movie,La diosa del asfalto,Julián Hernández,Ximena Romo,,,,,,,, Claudia Lobo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,s284,Movie,Misha and the Wolves,Sam Hobkinson,,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,s285,Movie,The Kissing Booth 3,Vince Marcello,Joey King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,s286,Movie,The Railway Man,Jonathan Teplitzky,Colin Firth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,s287,TV Show,Gabby's Dollhouse,,Laila Lockhart Kraner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,s288,TV Show,I Need Romance,Sakon Tiacharoen,Khemanit Jamikorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,s289,TV Show,Las muñecas de la mafia,,Amparo Grisales,,,,,,,, Spanish-Language TV Shows,"Based on the book ""Las Fantásticas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,s290,TV Show,The Crowned Clown,,Yeo Jin-goo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,s291,Movie,Untold: Malice at the Palace,Floyd Russ,,United States,10-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,s292,TV Show,SHAMAN KING,,Yoko Hikasa,,,,,,,, Yui Horie,,,,,, Toru Sakurai, Rina Hidaka, Masakazu Morita, Minami Takayama|Japan|August 9, 2021|2021|TV-14|1 Season|Anime Series, International TV Shows|Medium Yoh Asakura enters a battle tournament held every 500 years, competing with other shamans in a bid to become the all-powerful Shaman King.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,s293,Movie,Quartet,Dustin Hoffman,Maggie Smith,,,,,,,, former opera stars plan a gala recital — until the biggest diva among them refuses to sing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,s294,Movie,Slay,Adze Ugah,Enhle Mbali,,,,,,,, a group of tech-savvy individuals juggle intimate encounters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,s295,Movie,Takizawa Kabuki ZERO 2020 The Movie,Hideaki Takizawa,Hikaru Iwamoto,,,,,,,, Taiga Tsubaki,,,,,, featuring the dynamic talents of idol group Snow Man.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,s296,Movie,The Paper Tigers,Quoc Bao Tran,Alain Uy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,s297,TV Show,Hit & Run,,Lior Raz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
